N_HIDDEN,HIDDEN_SIZE,LEARNING_RATE,EPOCHS_TO_CONVERGE,TEST_ERROR,SECONDS_RUNTIME
1,64,0.05,45,4.169999999999996,479.708194732666
1,64,0.1,32,23.880000000000003,475.4587848186493
1,64,0.5,49,5.159999999999998,477.52956891059875
1,64,1.0,12,40.21,493.7334280014038
1,64,2.0,11,88.58,498.14140224456787
